,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name
1675,822,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Very safe,Neutral,Dr. Irene Hamamoto
1676,225,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Clean,Very safe,Somewhat satsified,Pamela Huffman
1677,2187,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral,Douglas Cacho
1678,1650,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satsified,Ms. Katherine Brooks
1679,3270,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Average,Very safe,Somewhat satsified,Andrew Allen
1680,2267,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,118.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Joseph Garner
1681,388,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Laurie Rivera
1682,2744,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,92.0,Somewhat clean,Neutral,Somewhat satsified,Betty Simmons
1683,1057,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Somewhat safe,Somewhat satsified,Dr. Alan Mattos
1684,2192,Thursday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,180.0,Clean,Very safe,Very satisfied,Ellen Lee
1685,2644,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,120.0,Average,Somewhat safe,Somewhat satsified,Mr. Mitchell Hardy
1687,1205,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Somewhat safe,Somewhat satsified,Dana Parker
1688,724,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,227.0,Somewhat clean,Very safe,Somewhat satsified,Lauri Treece
1689,2095,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,139.0,Clean,Very safe,Somewhat satsified,Dr. John Reyes
1690,1318,Tuesday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,140.0,Clean,Neutral,Somewhat satsified,Kirstin Wilson
1691,997,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Joseph Burke
1692,1202,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,40.0,Average,Neutral,Neutral,Dr. Mark Martinez
1693,1911,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral,Jerry Faust
1695,300,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,152.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Connie Nordstrom
1696,2312,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified,Christopher May
1697,3281,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,125.0,Somewhat clean,Very safe,Neutral,Ms. Linda Coleman
1698,830,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,246.0,Somewhat clean,Very safe,Somewhat unsatisfied,Dr. Johanna Mcneill
1699,2645,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,120.0,Clean,Very safe,Very satisfied,Harrison Hill
1701,2866,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,86.9999999999999,Somewhat clean,Very safe,Somewhat satsified,Louis Vick
1702,400,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied,Margaret Preusser
1703,1857,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Neutral,Dr. Yolanda Bach
1704,357,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Gwen Potter
1705,2615,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,    Hub,Gates 1-12,2018-12-31,245.0,Average,Neutral,Neutral,Dr. Collin Howard
1706,204,Wednesday,AMERICAN,LOS ANGELES,West US,Hub     ,Gates 50-59,2018-12-31,130.0,Average,Very safe,Neutral,Dr. Donna Reyes
1707,2729,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Very safe,Very satisfied,Ms. Elizabeth Riggings
1708,301,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,94.9999999999999,Average,Somewhat safe,Somewhat satsified,Joanne Boger
1709,2198,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Neutral,Evangeline Acosta
1710,2492,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,56.0,Somewhat clean,Very safe,Somewhat satsified,Cathy Rinehart
1711,1390,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,165.0,Clean,Very safe,Very satisfied,Judith Johnson
1712,2509,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,75.0000000000001,Clean,Very safe,Very satisfied,Angela Powers
1713,1694,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,292.0,Clean,Very safe,Very satisfied,Dr. Steven Arnold
1714,1427,Saturday,UNITED,KANSAS CITY,Midwest US,Medium     ,Gates 70-90,2018-12-31,59.99999999999989,Average,Somewhat safe,Neutral,Dr. Ina Mclean
1715,3247,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,425.0,Clean,Very safe,Very satisfied,Mary Hicks
1716,969,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Somewhat safe,Neutral,Miss Nichole Lewis
1717,2064,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,135.0,Clean,Somewhat safe,Somewhat satsified,Dr. David Goehner
1718,1434,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-01-01,209.0,Clean,Very unsafe,Somewhat satsified,John Tran
1719,1066,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied,Ms. Keri Russell
1720,267,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified,Anthony Talley
1721,2017,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified,Miss Leoma Sumbry
1723,1768,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified,Karla Jones
1724,1728,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,390.0,Somewhat clean,Somewhat safe,Neutral,Cindy Digiacomo
1725,3049,Tuesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,80.0,Clean,Very safe,Very satisfied,Marguerite Rickard
1726,1408,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,169.0,Somewhat clean,Somewhat safe,Somewhat satsified,Alice Morin
1727,2898,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified,Shirley Manlangit
1728,2511,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,120.0,Average,Somewhat safe,Somewhat satsified,Bryan Gibbs
1730,3240,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Very safe,Neutral,Ms. Carmen Pelfrey
1731,4,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub     ,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Neutral,Joseph Ellman
1732,334,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Somewhat safe,Neutral,Miss Jean Cail
1733,3113,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Average,Very safe,Neutral,Dr. Wendy Mcknight
1734,1457,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,84.9999999999999,Clean,Very safe,Somewhat satsified,Dr. Julie Rogers
1735,2652,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satsified,Miss Mary Miller
1736,1391,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied,Travis Churchill
1737,3187,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,345.0,Somewhat clean,Somewhat safe,Neutral,William Mendoza
1738,3056,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,245.0,Somewhat clean,Very safe,Very satisfied,Miss Trinidad Kopplin
1739,2891,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,210.0,Clean,Very safe,Very satisfied,Mr. Kevin Parish
1740,878,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied,Dr. Kimberly Lester
1741,1808,Monday,UNITED INTL,LONDON HEATHROW,eur,Hub     ,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Willie Lemmon
1742,2779,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,145.0,Clean,Very safe,Very satisfied,Opal Bennett
1743,604,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,282.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Taylor Rademacher
1744,2449,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Average,Somewhat safe,Somewhat satsified,Raymond Gordon
1746,1759,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,295.0,Somewhat clean,Somewhat safe,Somewhat satsified,Alice Daudelin
1747,2396,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified,Ronald York
1748,1206,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,165.0,Average,Neutral,Somewhat satsified,Leslie Hurst
1750,2119,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,160.0,Clean,Very safe,Somewhat satsified,Dr. Jimmie Young
1751,2015,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,225.0,Clean,Somewhat safe,Somewhat unsatisfied,Evelyn Pena
1752,2047,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified,Heather Lockard
1753,2217,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat satsified,Robert Runyon
1754,1259,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,270.0,Somewhat clean,Neutral,Somewhat satsified,Ms. Regina Koziel
1755,1939,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Very satisfied,Angelo Reed
1756,1555,Wednesday,DELTA,ATLANTA,EAST US,Hub     ,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral,Amber Ebling
1757,1642,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Average,Very safe,Somewhat satsified,Bonnie Blackwell
1758,2300,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied,Dr. Edwina Ward
1759,1461,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,340.0,Average,Somewhat safe,Neutral,Dr. Elinor Hartman
1760,2206,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,210.0,Clean,Somewhat safe,Somewhat satsified,Dr. Shiloh Delacruz
1761,1742,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Clean,Very safe,Very satisfied,Miss Doris Johnson
1764,1448,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied,Dr. Jerri Thomen
1765,1248,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Angie Shank
1767,3079,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,193.0,Clean,Somewhat safe,Somewhat satsified,Joseph Azbill
1768,2962,Tuesday,AMERICAN,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Clark Mullenbach
1769,567,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral,Mr. Tracy Bunnell
1770,3246,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.9999999999998,Clean,Neutral,Somewhat satsified,Dr. Donald Brewer
1771,1627,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Somewhat satsified,Mr. Donald Middleton
1772,1749,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satsified,Dr. David Hatcher
1774,996,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,55.0,Somewhat clean,Somewhat safe,Neutral,Ms. Martha Hernandez
1775,706,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Somewhat clean,Very safe,Very satisfied,David Fields
1776,1689,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,John Steinberg
1777,3032,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,95.0000000000001,Average,Somewhat safe,Neutral,Dr. Garrett Miller
1778,704,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Average,Somewhat safe,Neutral,Mr. James Clarke
1779,1629,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,135.0,Average,Very safe,Somewhat satsified,Robert Quinn
1780,2485,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Melissa Taylor
1782,3146,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Average,Very safe,Neutral,Elizabeth Lopez
1785,470,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,131.0,Clean,Neutral,Somewhat satsified,Rafael Zuckerman
1786,1665,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,132.0,Clean,Very safe,Very satisfied,Mr. Ryan Vaux
1787,1765,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Myrtle Stevens
1788,218,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified,Dr. Floyd Basinski
1789,640,Thursday,ALASKA,NEW ORLEANS,Midwest US,Medium,Gates 50-59,2018-12-31,140.0,Somewhat clean,Somewhat safe,Very satisfied,Dr. Nelson Hernandez
1791,2273,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified,Ms. Tina Caponigro
1792,3219,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,160.0,Average,Very safe,Somewhat satsified,Travis Mcelroy
1794,397,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Joshua Perez
1796,332,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Very safe,Somewhat satsified,Rigoberto Bardwell
1797,1023,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satsified,Miss Holley Yang
1798,1840,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,165.0,Average,Somewhat safe,Somewhat satsified,Mr. Donald Sales
1799,2897,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,155.0,Clean,Very safe,Very satisfied,Ms. Sharon Thompson
1801,1350,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,260.0,Somewhat clean,Very safe,Somewhat satsified,Karla Wachsman
1802,1376,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub     ,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Gary Rainey
1803,1507,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,120.0,Clean,Very safe,Somewhat satsified,Stephen Williamson
1804,1792,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,540.0,Somewhat clean,Very safe,Somewhat satsified,Antonio Johnson
1805,514,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,302.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Donald Chandler
1806,459,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,90.0,Clean,Very safe,Neutral,Mr. Robert Hernandez
1807,1926,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified,Douglas Howe
1808,5,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,170.0,Somewhat clean,Very safe,Somewhat satsified,Kimberly Burchfield
1809,590,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified,Debbra Roberts
1810,1506,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,168.0,Clean,Very safe,Very satisfied,Shane Shank
1811,1741,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,270.0,Clean,Very safe,Somewhat satsified,Louise Pro
1812,2208,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,725.0,Somewhat clean,Somewhat safe,Neutral,Miss Margaret Kunde
1813,542,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied,Mr. Arthur Brashear
1814,1766,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Clean,Very safe,Very satisfied,Bobby Herman
1815,1697,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,247.0,Somewhat clean,Very safe,Somewhat satsified,Milton Quilty
1816,2439,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,250.0,Dirty,Neutral,Neutral,Mr. James Zee
1817,3283,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Ma Lee
1819,703,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Average,Neutral,Somewhat satsified,Dr. Penny Kolb
1820,304,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,152.0,Average,Neutral,Neutral,Mr. Bill Warner
1822,2953,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,60.00000000000011,Clean,Very safe,Somewhat satsified,Ruth Gallagher
1823,2196,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,74.9999999999999,Average,Somewhat safe,Neutral,Mr. Raymond Carey
1824,3002,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,80.0,Clean,Very safe,Very satisfied,Dr. Joan Gove
1825,2642,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,120.0,Clean,Somewhat safe,Somewhat satsified,Jasmin Bacurin
1826,2104,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,94.0,Somewhat clean,Neutral,Somewhat satsified,Mr. Earl Lawson
1827,2237,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Very satisfied,William Frandsen
1828,199,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified,Barbara Howard
1829,1520,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,205.0,Clean,Neutral,Somewhat satsified,Dr. Curtis Jefferson
1830,236,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Average,Somewhat safe,Neutral,Dr. Blanche Fox
1831,1005,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245.0,Somewhat clean,Very safe,Neutral,Ms. Natalie Wilbur
1832,1548,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,135.0,Clean,Very safe,Somewhat satsified,Dr. Chris Ator
1833,1216,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified,Ramon Watson
1834,256,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified,Angela Russell
1835,2211,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Valentin Jones
1836,1963,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Somewhat satsified,Christal Jenkins
1837,663,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Larry Lowers
1838,1190,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Somewhat satsified,George Noel
1839,2951,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,165.0,Somewhat clean,Very safe,Very satisfied,Mr. Antwan Poe
1840,2976,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,135.0,Clean,Very safe,Very satisfied,Mr. Frank Kupper
1841,739,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Clean,Very safe,Very satisfied,Jeffrey Staubin
1843,1399,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Kenneth Marks
1844,2676,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Clean,Very safe,Very satisfied,Leona Ramos
1845,896,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220.0,Somewhat clean,Very safe,Very satisfied,Dr. Joey Andujar
1846,2639,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Clean,Very safe,Somewhat satsified,Robert Coffman
1847,201,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Average,Neutral,Somewhat satsified,Ms. Mia Tapia
1848,3258,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,100.0,Average,Neutral,Neutral,Harry Dotson
1849,2871,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,137.0,Somewhat clean,Somewhat safe,Somewhat satsified,Pam Sweitzer
1850,3067,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,365.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Ann Fazzino
1851,2033,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Drew Dancy
1852,784,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified,Crystal Suarez
1854,1560,Wednesday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Marilyn Clary
1855,1462,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,179.0,Clean,Very safe,Very satisfied,Dr. Danielle Schreiner
1856,1761,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Very satisfied,Dr. Bertie Glass
1857,3252,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120.0,Average,Somewhat safe,Neutral,Roberto Wiggins
1858,2824,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,73.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Robert Quillen
1859,1132,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,90.0,Somewhat clean,Very safe,Neutral,Dr. Marissa Lopez
